id,indexNumber,sourceUrl,slug,name,year,manufacturer,brand,cardNumber,cardType,hierarchy,tier,page,row,frontImage,backImage,hasFrontImage,hasBackImage,playerOdds,psaPopReport,ebaySoldListings
7865,19504,https://jordan-vault.com/cards/7865-2003-04-upper-deck-black-diamond-bronze-183-michael-jordan,2003-04-upper-deck-black-diamond-bronze-183-michael-jordan,2003-04 Upper Deck Black Diamond - Bronze #183 Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#183,Base Parallel,,,,,,,false,false,,,eBay Sold
7866,19509,https://jordan-vault.com/cards/7866-2003-04-upper-deck-black-diamond-double-diamond-jersey-bd2-mj-michael-jordan,2003-04-upper-deck-black-diamond-double-diamond-jersey-bd2-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Double Diamond Jersey #BD2-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD2-MJ,Insert,,,,,,,false,false,,,eBay Sold
7867,19510,https://jordan-vault.com/cards/7867-2003-04-upper-deck-black-diamond-double-diamond-jersey-gold-bd2-mj-michael-jordan,2003-04-upper-deck-black-diamond-double-diamond-jersey-gold-bd2-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Double Diamond Jersey Gold #BD2-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD2-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28465/28465-3134786Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28465/28465-3134786Bk.jpg,true,true,,,eBay Sold
7868,19512,https://jordan-vault.com/cards/7868-2003-04-upper-deck-black-diamond-gold-183-michael-jordan,2003-04-upper-deck-black-diamond-gold-183-michael-jordan,2003-04 Upper Deck Black Diamond - Gold #183 Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#183,Base Parallel,,,,,,,false,false,,,eBay Sold
7869,19517,https://jordan-vault.com/cards/7869-2003-04-upper-deck-black-diamond-quadruple-diamond-jersey-bd4-mj-michael-jordan,2003-04-upper-deck-black-diamond-quadruple-diamond-jersey-bd4-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Quadruple Diamond Jersey #BD4-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD4-MJ,Insert,,,,,,,false,false,,,eBay Sold
7870,19518,https://jordan-vault.com/cards/7870-2003-04-upper-deck-black-diamond-quadruple-diamond-jersey-gold-bd4-mj-michael-jordan,2003-04-upper-deck-black-diamond-quadruple-diamond-jersey-gold-bd4-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Quadruple Diamond Jersey Gold #BD4-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD4-MJ,Insert,,,,,,,false,false,,,eBay Sold
7871,19519,https://jordan-vault.com/cards/7871-2003-04-upper-deck-black-diamond-rainbow-183-michael-jordan,2003-04-upper-deck-black-diamond-rainbow-183-michael-jordan,2003-04 Upper Deck Black Diamond - Rainbow #183 Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#183,Base Parallel,,,,,,,false,false,,,eBay Sold
7872,19521,https://jordan-vault.com/cards/7872-2003-04-upper-deck-black-diamond-single-diamond-jersey-bd-mj-michael-jordan,2003-04-upper-deck-black-diamond-single-diamond-jersey-bd-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Single Diamond Jersey #BD-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD-MJ,Insert,,,,,,,false,false,,,eBay Sold
7873,19522,https://jordan-vault.com/cards/7873-2003-04-upper-deck-black-diamond-single-diamond-jersey-gold-bd-mj-michael-jordan,2003-04-upper-deck-black-diamond-single-diamond-jersey-gold-bd-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Single Diamond Jersey Gold #BD-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28466/28466-3134841Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28466/28466-3134841Bk.jpg,true,true,,,eBay Sold
7874,19523,https://jordan-vault.com/cards/7874-2003-04-upper-deck-black-diamond-triple-diamond-jersey-bd3-mj-michael-jordan,2003-04-upper-deck-black-diamond-triple-diamond-jersey-bd3-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Triple Diamond Jersey #BD3-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD3-MJ,Insert,,,,,,,false,false,,,eBay Sold
7875,19524,https://jordan-vault.com/cards/7875-2003-04-upper-deck-black-diamond-triple-diamond-jersey-gold-bd3-mj-michael-jordan,2003-04-upper-deck-black-diamond-triple-diamond-jersey-gold-bd3-mj-michael-jordan,2003-04 Upper Deck Black Diamond - Triple Diamond Jersey Gold #BD3-MJ Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#BD3-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28470/28470-3134889Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28470/28470-3134889Bk.jpg,true,true,,,eBay Sold
7876,19499,https://jordan-vault.com/cards/7876-2003-04-upper-deck-black-diamond-183-michael-jordan,2003-04-upper-deck-black-diamond-183-michael-jordan,2003-04 Upper Deck Black Diamond #183 Michael Jordan,2003,Upper Deck,Upper Deck Black Diamond,#183,Base,,,,,,,false,false,,,eBay Sold
7877,19628,https://jordan-vault.com/cards/7877-2003-04-upper-deck-exquisite-collection-all-nba-access-press-patches-jb-michael-jordan-kobe-bryant,2003-04-upper-deck-exquisite-collection-all-nba-access-press-patches-jb-michael-jordan-kobe-bryant,2003-04 Upper Deck Exquisite Collection - All-NBA Access Press Patches #JB Michael Jordan / Kobe Bryant,2003,Upper Deck,Upper Deck Exquisite Collection,#JB,Insert,,,,,,,false,false,,,eBay Sold
7878,19629,https://jordan-vault.com/cards/7878-2003-04-upper-deck-exquisite-collection-all-nba-access-press-patches-jj-lebron-james-michael-jordan,2003-04-upper-deck-exquisite-collection-all-nba-access-press-patches-jj-lebron-james-michael-jordan,2003-04 Upper Deck Exquisite Collection - All-NBA Access Press Patches #JJ Lebron James / Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#JJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28472/28472-3135092Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28472/28472-3135092Bk.jpg,true,true,,,eBay Sold
7879,19664,https://jordan-vault.com/cards/7879-2003-04-upper-deck-exquisite-collection-emblems-of-endorsement-em-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-emblems-of-endorsement-em-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Emblems of Endorsement #EM-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#EM-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28473/28473-3135099Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28473/28473-3135099Bk.jpg,true,true,,,eBay Sold
7880,19693,https://jordan-vault.com/cards/7880-2003-04-upper-deck-exquisite-collection-extra-exquisite-ee-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-extra-exquisite-ee-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Extra Exquisite #EE-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#EE-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28474/28474-3135132Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28474/28474-3135132Bk.jpg,true,true,,,eBay Sold
7881,19694,https://jordan-vault.com/cards/7881-2003-04-upper-deck-exquisite-collection-extra-exquisite-ee-mj1-michael-jordan,2003-04-upper-deck-exquisite-collection-extra-exquisite-ee-mj1-michael-jordan,2003-04 Upper Deck Exquisite Collection - Extra Exquisite #EE-MJ1 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#EE-MJ1,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28474/28474-3135133Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28474/28474-3135133Bk.jpg,true,true,,,eBay Sold
7882,19708,https://jordan-vault.com/cards/7882-2003-04-upper-deck-exquisite-collection-extra-exquisite-duals-ee2-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-extra-exquisite-duals-ee2-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Extra Exquisite Duals #EE2-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#EE2-MJ,Insert,,,,,,,false,false,,,eBay Sold
7883,19709,https://jordan-vault.com/cards/7883-2003-04-upper-deck-exquisite-collection-extra-exquisite-duals-ee2-mj1-michael-jordan,2003-04-upper-deck-exquisite-collection-extra-exquisite-duals-ee2-mj1-michael-jordan,2003-04 Upper Deck Exquisite Collection - Extra Exquisite Duals #EE2-MJ1 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#EE2-MJ1,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28475/28475-3135175Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28475/28475-3135175Bk.jpg,true,true,,,eBay Sold
7884,19732,https://jordan-vault.com/cards/7884-2003-04-upper-deck-exquisite-collection-foursomes-jbej-michael-jordan-larry-bird-julius-erving-magic-johnson,2003-04-upper-deck-exquisite-collection-foursomes-jbej-michael-jordan-larry-bird-julius-erving-magic-johnson,2003-04 Upper Deck Exquisite Collection - Foursomes #JBEJ Michael Jordan / Larry Bird / Julius Erving / Magic Johnson,2003,Upper Deck,Upper Deck Exquisite Collection,#JBEJ,Insert,,,,,,,false,false,,,eBay Sold
7885,19735,https://jordan-vault.com/cards/7885-2003-04-upper-deck-exquisite-collection-gold-3-michael-jordan,2003-04-upper-deck-exquisite-collection-gold-3-michael-jordan,2003-04 Upper Deck Exquisite Collection - Gold #3 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3,Base Parallel,,,,,,,false,false,,,eBay Sold
7886,19765,https://jordan-vault.com/cards/7886-2003-04-upper-deck-exquisite-collection-jersey-parallel-3j-michael-jordan,2003-04-upper-deck-exquisite-collection-jersey-parallel-3j-michael-jordan,2003-04 Upper Deck Exquisite Collection - Jersey Parallel #3J Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3J,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/28478/28478-3135279Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28478/28478-3135279Bk.jpg,true,true,,,eBay Sold
7887,19781,https://jordan-vault.com/cards/7887-2003-04-upper-deck-exquisite-collection-limited-logos-ll-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-limited-logos-ll-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Limited Logos #LL-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#LL-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28479/28479-3135335RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28479/28479-3135335RepBk.jpg,true,true,,,eBay Sold
7888,19805,https://jordan-vault.com/cards/7888-2003-04-upper-deck-exquisite-collection-noble-nameplates-nn-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-noble-nameplates-nn-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Noble Nameplates #NN-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#NN-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28480/28480-3135363Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28480/28480-3135363Bk.jpg,true,true,,,eBay Sold
7889,19809,https://jordan-vault.com/cards/7889-2003-04-upper-deck-exquisite-collection-number-piece-autographs-np-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-number-piece-autographs-np-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Number Piece Autographs #NP-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#NP-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28481/28481-3135395RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28481/28481-3135395Bk.jpg,true,true,,,eBay Sold
7890,19821,https://jordan-vault.com/cards/7890-2003-04-upper-deck-exquisite-collection-patch-parallel-3p-michael-jordan,2003-04-upper-deck-exquisite-collection-patch-parallel-3p-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patch Parallel #3P Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3P,Base Parallel,,,,,,,false,false,,,eBay Sold
7891,19823,https://jordan-vault.com/cards/7891-2003-04-upper-deck-exquisite-collection-patch-parallel-autographs-3-ap-michael-jordan,2003-04-upper-deck-exquisite-collection-patch-parallel-autographs-3-ap-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patch Parallel Autographs #3-AP Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3-AP,Insert,,,,,,,false,false,,,eBay Sold
7892,19830,https://jordan-vault.com/cards/7892-2003-04-upper-deck-exquisite-collection-patches-autographs-ap-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-patches-autographs-ap-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patches Autographs #AP-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#AP-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28484/28484-3135490Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28484/28484-3135490Bk.jpg,true,true,,,eBay Sold
7893,19836,https://jordan-vault.com/cards/7893-2003-04-upper-deck-exquisite-collection-patches-quad-e4p-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-patches-quad-e4p-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patches Quad #E4P-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#E4P-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28485/28485-3135514Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28485/28485-3135514Bk.jpg,true,true,,,eBay Sold
7894,19841,https://jordan-vault.com/cards/7894-2003-04-upper-deck-exquisite-collection-patches-triple-e3p-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-patches-triple-e3p-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patches Triple #E3P-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#E3P-MJ,Insert,,,,,,,false,false,,,eBay Sold
7895,19842,https://jordan-vault.com/cards/7895-2003-04-upper-deck-exquisite-collection-patches-triple-e3p-mj1-michael-jordan,2003-04-upper-deck-exquisite-collection-patches-triple-e3p-mj1-michael-jordan,2003-04 Upper Deck Exquisite Collection - Patches Triple #E3P-MJ1 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#E3P-MJ1,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28486/28486-3135540Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28486/28486-3135540Bk.jpg,true,true,,,eBay Sold
7896,19861,https://jordan-vault.com/cards/7896-2003-04-upper-deck-exquisite-collection-rainbow-3-michael-jordan,2003-04-upper-deck-exquisite-collection-rainbow-3-michael-jordan,2003-04 Upper Deck Exquisite Collection - Rainbow #3 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3,Base Parallel,,,,,,,false,false,,,eBay Sold
7897,19864,https://jordan-vault.com/cards/7897-2003-04-upper-deck-exquisite-collection-scripted-swatches-ss-mj-michael-jordan,2003-04-upper-deck-exquisite-collection-scripted-swatches-ss-mj-michael-jordan,2003-04 Upper Deck Exquisite Collection - Scripted Swatches #SS-MJ Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#SS-MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28489/28489-3135668Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28489/28489-3135668Bk.jpg,true,true,,,eBay Sold
7898,19616,https://jordan-vault.com/cards/7898-2003-04-upper-deck-exquisite-collection-3-michael-jordan,2003-04-upper-deck-exquisite-collection-3-michael-jordan,2003-04 Upper Deck Exquisite Collection #3 Michael Jordan,2003,Upper Deck,Upper Deck Exquisite Collection,#3,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/3063/3063-752884RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/3063/3063-752884Bk.jpg,true,true,,,eBay Sold
7899,19897,https://jordan-vault.com/cards/7899-2003-04-upper-deck-finite-elements-dual-uniforms-fs1-michael-jordan-kobe-bryant,2003-04-upper-deck-finite-elements-dual-uniforms-fs1-michael-jordan-kobe-bryant,2003-04 Upper Deck Finite - Elements Dual Uniforms #FS1 Michael Jordan / Kobe Bryant,2003,Upper Deck,Upper Deck Finite,#FS1,Insert,,,,,,,false,false,,,eBay Sold
7900,19898,https://jordan-vault.com/cards/7900-2003-04-upper-deck-finite-elements-dual-warmups-fe1-michael-jordan-kobe-bryant-mem-warm-ups,2003-04-upper-deck-finite-elements-dual-warmups-fe1-michael-jordan-kobe-bryant-mem-warm-ups,2003-04 Upper Deck Finite - Elements Dual Warmups #FE1 Michael Jordan / Kobe Bryant - MEM: Warm-ups,2003,Upper Deck,Upper Deck Finite,#FE1,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28491/28491-3135715Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28491/28491-3135715Bk.jpg,true,true,,,eBay Sold
7901,19899,https://jordan-vault.com/cards/7901-2003-04-upper-deck-finite-elements-dual-warmups-fe42-kobe-bryant-michael-jordan-jason-kidd-mem-warm-ups,2003-04-upper-deck-finite-elements-dual-warmups-fe42-kobe-bryant-michael-jordan-jason-kidd-mem-warm-ups,2003-04 Upper Deck Finite - Elements Dual Warmups #FE42 Kobe Bryant / Michael Jordan / Jason Kidd - MEM: Warm-ups,2003,Upper Deck,Upper Deck Finite,#FE42,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28491/28491-3135756Fr.jpg,,true,false,,,eBay Sold
7902,19900,https://jordan-vault.com/cards/7902-2003-04-upper-deck-finite-elements-jerseys-fj1-michael-jordan,2003-04-upper-deck-finite-elements-jerseys-fj1-michael-jordan,2003-04 Upper Deck Finite - Elements Jerseys #FJ1 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#FJ1,Insert,,,,,,,false,false,,,eBay Sold
7903,19901,https://jordan-vault.com/cards/7903-2003-04-upper-deck-finite-gold-16-michael-jordan,2003-04-upper-deck-finite-gold-16-michael-jordan,2003-04 Upper Deck Finite - Gold #16 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#16,Base Parallel,,,,,,,false,false,,,eBay Sold
7904,19902,https://jordan-vault.com/cards/7904-2003-04-upper-deck-finite-gold-243-michael-jordan,2003-04-upper-deck-finite-gold-243-michael-jordan,2003-04 Upper Deck Finite - Gold #243 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#243,Base Parallel,,,,,,,false,false,,,eBay Sold
7905,19903,https://jordan-vault.com/cards/7905-2003-04-upper-deck-finite-gold-293-michael-jordan,2003-04-upper-deck-finite-gold-293-michael-jordan,2003-04 Upper Deck Finite - Gold #293 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#293,Base Parallel,,,,,,,false,false,,,eBay Sold
7906,19904,https://jordan-vault.com/cards/7906-2003-04-upper-deck-finite-gold-342-michael-jordan,2003-04-upper-deck-finite-gold-342-michael-jordan,2003-04 Upper Deck Finite - Gold #342 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#342,Base Parallel,,,,,,,false,false,,,eBay Sold
7907,19905,https://jordan-vault.com/cards/7907-2003-04-upper-deck-finite-platinum-16-michael-jordan,2003-04-upper-deck-finite-platinum-16-michael-jordan,2003-04 Upper Deck Finite - Platinum #16 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#16,Base Parallel,,,,,,,false,false,,,eBay Sold
7908,19906,https://jordan-vault.com/cards/7908-2003-04-upper-deck-finite-platinum-243-michael-jordan,2003-04-upper-deck-finite-platinum-243-michael-jordan,2003-04 Upper Deck Finite - Platinum #243 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#243,Base Parallel,,,,,,,false,false,,,eBay Sold
7909,19907,https://jordan-vault.com/cards/7909-2003-04-upper-deck-finite-platinum-293-michael-jordan,2003-04-upper-deck-finite-platinum-293-michael-jordan,2003-04 Upper Deck Finite - Platinum #293 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#293,Base Parallel,,,,,,,false,false,,,eBay Sold
7910,19908,https://jordan-vault.com/cards/7910-2003-04-upper-deck-finite-platinum-342-michael-jordan,2003-04-upper-deck-finite-platinum-342-michael-jordan,2003-04 Upper Deck Finite - Platinum #342 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#342,Base Parallel,,,,,,,false,false,,,eBay Sold
7911,19909,https://jordan-vault.com/cards/7911-2003-04-upper-deck-finite-signatures-mj-michael-jordan,2003-04-upper-deck-finite-signatures-mj-michael-jordan,2003-04 Upper Deck Finite - Signatures #MJ Michael Jordan,2003,Upper Deck,Upper Deck Finite,#MJ,Insert,,,,,,,false,false,,,eBay Sold
7912,19910,https://jordan-vault.com/cards/7912-2003-04-upper-deck-finite-signatures-gold-mj-michael-jordan,2003-04-upper-deck-finite-signatures-gold-mj-michael-jordan,2003-04 Upper Deck Finite - Signatures Gold #MJ Michael Jordan,2003,Upper Deck,Upper Deck Finite,#MJ,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28495/28495-3136490RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28495/28495-3136490Bk.jpg,true,true,,,eBay Sold
7913,19893,https://jordan-vault.com/cards/7913-2003-04-upper-deck-finite-16-michael-jordan,2003-04-upper-deck-finite-16-michael-jordan,2003-04 Upper Deck Finite #16 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#16,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/3064/3064-753025Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/3064/3064-753025Bk.jpg,true,true,,,eBay Sold
7914,19894,https://jordan-vault.com/cards/7914-2003-04-upper-deck-finite-243-michael-jordan,2003-04-upper-deck-finite-243-michael-jordan,2003-04 Upper Deck Finite #243 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#243,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/3064/3064-753252Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/3064/3064-753252Bk.jpg,true,true,,,eBay Sold
7915,19895,https://jordan-vault.com/cards/7915-2003-04-upper-deck-finite-293-michael-jordan,2003-04-upper-deck-finite-293-michael-jordan,2003-04 Upper Deck Finite #293 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#293,Base,,,,,,,false,false,,,eBay Sold
7916,19896,https://jordan-vault.com/cards/7916-2003-04-upper-deck-finite-342-michael-jordan,2003-04-upper-deck-finite-342-michael-jordan,2003-04 Upper Deck Finite #342 Michael Jordan,2003,Upper Deck,Upper Deck Finite,#342,Base,,,,,,,false,false,,,eBay Sold
7917,19974,https://jordan-vault.com/cards/7917-2003-04-upper-deck-hardcourt-clear-commemoratives-mj-a-michael-jordan,2003-04-upper-deck-hardcourt-clear-commemoratives-mj-a-michael-jordan,2003-04 Upper Deck Hardcourt - Clear Commemoratives #MJ-A Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ-A,Insert,,,,,,,false,false,,,eBay Sold
7918,19998,https://jordan-vault.com/cards/7918-2003-04-upper-deck-hardcourt-hardcourt-floor-mj-f-michael-jordan-mem-floor,2003-04-upper-deck-hardcourt-hardcourt-floor-mj-f-michael-jordan-mem-floor,2003-04 Upper Deck Hardcourt - Hardcourt Floor #MJ-F Michael Jordan - MEM: Floor,2003,Upper Deck,Upper Deck Hardcourt,#MJ-F,Insert,,,,,,,false,false,,,eBay Sold
7919,19999,https://jordan-vault.com/cards/7919-2003-04-upper-deck-hardcourt-hardwood-commemoratives-kb-mj-kobe-bryant-michael-jordan-mem-floor,2003-04-upper-deck-hardcourt-hardwood-commemoratives-kb-mj-kobe-bryant-michael-jordan-mem-floor,2003-04 Upper Deck Hardcourt - Hardwood Commemoratives #KB-MJ Kobe Bryant / Michael Jordan - MEM: Floor,2003,Upper Deck,Upper Deck Hardcourt,#KB-MJ,Insert,,,,,,,false,false,,,eBay Sold
7920,20000,https://jordan-vault.com/cards/7920-2003-04-upper-deck-hardcourt-hardwood-commemoratives-mj-af-michael-jordan-mem-floor,2003-04-upper-deck-hardcourt-hardwood-commemoratives-mj-af-michael-jordan-mem-floor,2003-04 Upper Deck Hardcourt - Hardwood Commemoratives #MJ-AF Michael Jordan - MEM: Floor,2003,Upper Deck,Upper Deck Hardcourt,#MJ-AF,Insert,,,,,,,false,false,,,eBay Sold
7921,20006,https://jordan-vault.com/cards/7921-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj1-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj1-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ1 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ1,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136580Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136580Bk.jpg,true,true,,,eBay Sold
7922,20007,https://jordan-vault.com/cards/7922-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj10-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj10-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ10 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ10,Insert,,,,,,,false,false,,,eBay Sold
7923,20008,https://jordan-vault.com/cards/7923-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj11-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj11-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ11 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ11,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136590Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136590Bk.jpg,true,true,,,eBay Sold
7924,20009,https://jordan-vault.com/cards/7924-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj12-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj12-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ12 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ12,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136591Fr.jpg,,true,false,,,eBay Sold
7925,20010,https://jordan-vault.com/cards/7925-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj13-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj13-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ13 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ13,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136592Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/28500/28500-3136592Bk.jpg,true,true,,,eBay Sold
7926,20011,https://jordan-vault.com/cards/7926-2003-04-upper-deck-hardcourt-heart-of-a-champion-mj14-michael-jordan,2003-04-upper-deck-hardcourt-heart-of-a-champion-mj14-michael-jordan,2003-04 Upper Deck Hardcourt - Heart of a Champion #MJ14 Michael Jordan,2003,Upper Deck,Upper Deck Hardcourt,#MJ14,Insert,,,,,,,false,false,,,eBay Sold
